kode;urusankd;programkd;kode2;nama;level
"1.06.26.100";"1.06";"26";"100";"Perencanaan Masterplan Sistem Drainase Kab. Tangerang";0
"1.06.26.101";"1.06";"26";"101";"Penelitian sumber air baku di Kabupaten Tangerang";0
"1.06.26.102";"1.06";"26";"102";"Studi rencana aksi pengembangan investasi ";0
"1.06.26.11";"1.06";"26";"11";"Kajian Pengembangan Potensi Kawasan Pantura";0
"1.06.26.12";"1.06";"26";"12";"Kajian pengembangan perikanan bagan di kawasan pantai utara Kabupaten Tangerang";0
"1.06.26.13";"1.06";"26";"13";"Kajian pendirian pusat kerajinan tangan (handicraft) industri kecil Kabupaten Tangerang";0
"1.06.26.14";"1.06";"26";"14";"Kajian analisis kualitas udara Kabupaten Tangerang";0
"1.06.26.15";"1.06";"26";"15";"Kajian penerapan teknologi suplement ""probiotik"" pada ternak sapi potong sebagai upaya untuk meningkatkan pendapatan ternak Kabupaten Tangerang";0
"1.06.26.16";"1.06";"26";"16";"Kajian pengembangan program pemberdayaan koperasi usaha kecil dan menengah Kabupaten Tangerang";0
"1.06.26.17";"1.06";"26";"17";"Kajian koperasi sebagai alat kebangkitan ekonomi kerakyatan untuk memperoleh keunggulan kompetitip";0
"1.06.26.18";"1.06";"26";"18";"Kajian pengembangan usaha perikanan pesisir pantai terhadap peningkatan kesejahteraan masyarakat melalui dana bergulir";0
"1.06.26.19";"1.06";"26";"19";"Penyusunan Perencanaan Lahan Pertanian Pangan";0
"1.06.26.20";"1.06";"26";"20";"Kajian Potensi Zakat";0
"1.06.26.21";"1.06";"26";"21";"Penyusunan Rencana Perlindungan dan Pengelolaan Lingkungan Hidup ";0
"1.06.26.22";"1.06";"26";"22";"Penyusunan Perencanaan Lahan Pertanian Pangan ";0
"1.06.26.23";"1.06";"26";"23";"Kajian Efektifitas Pelaksanaan Program Pengentasan Kemiskinan";0
"1.06.26.24";"1.06";"26";"24";"Penyusunan Pedoman Pelaksanaan Penelitian dan Pengembangan";0
"1.06.26.25";"1.06";"26";"25";"Kajian Pemanfaatan Situ bekas galian C untuk Masyarakat";0
"1.06.26.26";"1.06";"26";"26";"Kajian Pelaksanaan Kewenangan Kepada Desa";0
"1.06.26.27";"1.06";"26";"27";"Kajian Pola Hubungan Antara Industri dan Tenaga Kerja di Kabupaten Tangerang";0
"1.06.26.28";"1.06";"26";"28";"Kajian Pemberdayaan Ekonomi, Sosial dan Budaya Masyarakat Miskin";0
"1.06.26.29";"1.06";"26";"29";"Penyusunan Masterplan Persampahan";0
"1.06.26.30";"1.06";"26";"30";"Penyusunan FS Jalan Baru";0
"1.06.26.31";"1.06";"26";"31";"Penyusunan FS MRT Koridor Barat-Timur";0
"1.06.26.36";"1.06";"26";"36";"Kajian Pengembangan Wilayah Utara Kabupaten Tangerang";0
"1.06.26.40";"1.06";"26";"40";"Penyusunan Strategi Peran LPM";0
"1.06.26.41";"1.06";"26";"41";"Penyusunan Jurnal Perencanaan Kab. Tangerang";0
"1.06.26.42";"1.06";"26";"42";"Penyusunan Masterplan Kota Hijau (P2KH)";0
"1.06.26.43";"1.06";"26";"43";"Kajian hasil-hasil Perencanaan dan Pelaksanaan Pembangunan";0
"1.06.26.44";"1.06";"26";"44";"Penyusunan Action Plan Kebijakan dan Program Pengembangan Kinerja Pengelolaan Persampahan ";0
"1.06.26.45";"1.06";"26";"45";"Penyusunan Rencana Strategis Penanganan Perumahan Tidak Layak Huni ";0
"1.06.26.52";"1.06";"26";"52";"Evaluasi Implementasi Manajemen Berbasis Sekolah (MBS) pada Jenjang Pendidikan Menengah (SMA, MA dan SMK) di Kabupaten Tangerang";0
"1.06.26.53";"1.06";"26";"53";"Penyusunan Masterplan Pengelolaan Pelabuhan Cituis Ds. Surya Bahari";0
"1.06.26.54";"1.06";"26";"54";"Penyusunan Masterplan Pengolahan air Limbah Domestik di Kabupaten Tangerang";0
"1.06.26.55";"1.06";"26";"55";"Fasilitasi Rencana Aksi Pencegahan dan Pemberantasan Korupsi Kabupaten Tangerang";0
"1.06.26.56";"1.06";"26";"56";"Road Map Integrasi  E-government pada Pemerintahan Kabupaten Tangerang";0
"1.06.26.57";"1.06";"26";"57";"Studi Pengembangan Agrowisata di Wilayah Pesisir";0
"1.06.26.58";"1.06";"26";"58";"Strategi Pengembangan Potensi Peningkatan Pertumbuhan Ekonomi Kabupaten Tangerang";0
"1.06.26.59";"1.06";"26";"59";"Kajian Tangerang Propertindo";0
"1.06.26.60";"1.06";"26";"60";"Kajian Lingkungan Hidup Strategis";0
"1.06.26.61";"1.06";"26";"61";"Penyusunan Perencanaan Wilayah Pesisir Pantai Pantura Kabupaten Tangerang";0
"1.06.28.01";"1.06";"28";"01";" Desiminasi SIG Bidang Perencanaan LH dan FASUM";0
"1.07.15.01";"1.07";"15";"01";"Perencanaan pembangunan prasaranan dan fasilitas perhubungan";0
"1.07.15.02";"1.07";"15";"02";"Penyusunan norma, kebijakan, standar dan prosedur bidang perhubungan";0
"1.07.15.03";"1.07";"15";"03";"Koordinasi dalam pembangunan prasaranan dan fasilitas perhubungan";0
"1.07.15.04";"1.07";"15";"04";"Sosialisasi kebijakan di bidang perhubungan";0
"1.07.15.05";"1.07";"15";"05";"Pembangunan sarana dan prasarana jembatan timbang";0
"1.07.15.06";"1.07";"15";"06";"Peningkatan pengelolaan terminal angkutan sungai, danau dan penyebrangan";0
"1.07.15.07";"1.07";"15";"07";"Peningkatan pengelolaan terminal angkutan darat";0
"1.07.15.08";"1.07";"15";"08";"Monitoring, evaluasi dan pelaporan";0
"1.07.15.09";"1.07";"15";"09";"Peningkatan Sarana Operasional Jalur lalu lintas";0
"1.07.15.10";"1.07";"15";"10";"Pengawasan dan Pengedalian Jasa Usaha Telekomunikasi";0
"1.07.15.11";"1.07";"15";"11";"Pendataan Bengkel Umum Kendaraan Bermotor";0
"1.07.15.12";"1.07";"15";"12";"Pembinaan Dan Pengembangan Jaringan Komunikasi Dan Informasi";0
"1.07.15.13";"1.07";"15";"13";"Pengkajian Dan Pengembangan Sistem Informasi";0
"1.07.15.14";"1.07";"15";"14";"Kajian Kebutuhan Alat Pemberi Isyarat Lalu Lintas (APILL)";0
"1.07.15.15";"1.07";"15";"15";"FS. Terminal Tipe A";0
"1.07.15.16";"1.07";"15";"16";"FS. Fasilitas Henti / Sub Terminal Tipe C Angkutan Umum (2 Lokasi)";0
"1.07.16.01";"1.07";"16";"01";"Rehabilitasi/pemeliharaan sarana alat pengujian kendaraan bermotor";0
"1.07.16.02";"1.07";"16";"02";"Rehabilitasi/pemeliharaan prasarana balai pengujian kendaraan bermotor";0
"1.07.16.03";"1.07";"16";"03";"Rehabilitasi/pemeliharaan sarana dan prasarana jembatan timbang";0
"1.07.16.04";"1.07";"16";"04";"Rehabilitasi/pemeliharaan terminal/pelabuhan";0
"1.07.16.05";"1.07";"16";"05";"Rehabilitasi/pemeliharaan Rambu Rambu Lalu Lintas";0
"1.07.16.06";"1.07";"16";"06";"Rehabilitasi/Pemeliharaan Alat Pemberi Isyarat Lalu Lintas";0
"1.07.16.07";"1.07";"16";"07";"Rehabilitasi/Pemeliharaan Pagar Pengaman Lalu Lintas";0
"1.07.16.08";"1.07";"16";"08";"Rehabilitasi/Pemeliharaan Halte";0
"1.07.16.09";"1.07";"16";"09";"Rehabilitasi/Pemeliharaan Jembatan Penyebrangan Orang";0
"1.07.16.10";"1.07";"16";"10";"Rehabilitasi/Pemeliharaan Tower";0
"1.07.17.01";"1.07";"17";"01";"Kegiatan penyuluhan bagi para sopir/juru mudi untuk peningkatan keselamatan penumpang";0
"1.07.17.02";"1.07";"17";"02";"Kegiatan peningkatan disiplin masyarakat menggunakan angkutan";0
"1.07.17.03";"1.07";"17";"03";"Kegiatan temu wicara pengelola angkutan umum guna meningkatkan keselamatan penumpang";0
"1.07.17.04";"1.07";"17";"04";"Kegiatan uji kelayakan saran transportasi guna keselamtan penumpang";0
"1.07.17.05";"1.07";"17";"05";"Kegiatan pengendalian disiplin pengoperasian angkutan umum di jalan raya";0
"1.07.17.06";"1.07";"17";"06";"Kegiatan penciptaan keamanan dan kenyamanan penumpang dilingkungan treminal";0
"1.07.17.07";"1.07";"17";"07";"Kegiatan pengawasan peralatan keamanan dalam keadaaan darurat dan perlengkapan pertolongan pertama";0
"1.07.17.08";"1.07";"17";"08";"Kegiatan penataan tempat-tempat pemberhentian angkutan umum";0
"1.07.17.09";"1.07";"17";"09";"Kegiatan penciptaan disiplin dan pemeliharaan kebersihan di lingkungan terminal";0
"1.07.17.10";"1.07";"17";"10";"Kegiatan penciptaan layanan cepat, tepat, murah dan mudah";0
"1.07.17.11";"1.07";"17";"11";"Pengumpulan dan analisis data base pelayanan jasa angkutan";0
"1.07.17.12";"1.07";"17";"12";"Pengembangan sarana dan prasarana pelayanan jasa nagkutan";0
"1.07.17.13";"1.07";"17";"13";"Fasilitasi perijinan di bidang perhubungan";0
"1.07.17.14";"1.07";"17";"14";"Sosialisasi/penyuluhan ketertiban lalu lintas dan angkutan";0
"1.07.17.15";"1.07";"17";"15";"Kegiatan pemilihan dan pemberian penghargaan sopir/juru mudik/awak kendaraaan angkutan umum teladan";0
"1.07.17.16";"1.07";"17";"16";"Koordinasi dalam peningkatan pelayanan angkutan";0
"1.07.17.17";"1.07";"17";"17";"Monitoring, evaluasi dan pelaporan";0
"1.07.17.18";"1.07";"17";"18";"Bimbingan Teknis SDM Kepelabuhan";0
"1.07.17.19";"1.07";"17";"19";"Inventarisasi Transportasi";0
"1.07.17.20";"1.07";"17";"20";"Penyuluhan Keselamatan Lalu Lintas Pada Masyarakat Pelajar";0
"1.07.17.21";"1.07";"17";"21";"Pendataan Kursus Keterampilan Mengemudi";0
"1.07.18.01";"1.07";"18";"01";"Pembangunan gedung terminal";0
"1.07.18.02";"1.07";"18";"02";"Pembangunan halte bus, taxi gedung terminal";0
"1.07.18.03";"1.07";"18";"03";"Pembangunan jembatan penyebrangan gedung terminal";0
"1.07.18.04";"1.07";"18";"04";"Dst.......";0
"1.07.18.05";"1.07";"18";"05";"Pengadaan Sarana Patroli Angkutan Penyebrangan";0
"1.07.18.06";"1.07";"18";"06";"Pengadaan Sarana Uji Kelaikan Angkutan Peraian";0
"1.07.18.07";"1.07";"18";"07";"Pembangunan Sarana dan Prasarana Jalur Penghubung Busway";0
"1.07.18.08";"1.07";"18";"08";"Pembangunan Sarana Gudang ";0
"1.07.18.09";"1.07";"18";"09";"Pengadaan Sarana Patroli Angkutan Penyebrangan";0
"1.07.18.10";"1.07";"18";"10";"Pengadaan Sarana Uji Kelaikan Angkutan Peraian";0
"1.07.18.11";"1.07";"18";"11";"Pembangunan Sarana dan Prasarana Jalur Penghubung Busway";0
"1.07.18.12";"1.07";"18";"12";"Penataan Lokasi Tempat Khusus Parkir";0
"1.07.18.13";"1.07";"18";"13";"Pembangunan Dermaga";0
"1.07.18.14";"1.07";"18";"14";"Pengadaan Perahu Karet";0
"1.07.19.01";"1.07";"19";"01";"Pengadaan rambu-rambu lalu lintas";0
"1.07.19.02";"1.07";"19";"02";"Pengadaan marka jalan";0
"1.07.19.03";"1.07";"19";"03";"Pengadaan pagar pengaman jalan";0
"1.07.19.04";"1.07";"19";"04";"Pengadaan Alat Pemberi Isyarat Lalu Lintas";0
"1.07.19.05";"1.07";"19";"05";"Operasi Penegakan Pengaturan dan Penertiban Lalu Lintas dan Angkutan Jalan";0
"1.07.19.06";"1.07";"19";"06";"Operasi Pengamanan Lalu Lintas Angkutan Lebaran Natal dan Tahun Baru";0
"1.07.19.07";"1.07";"19";"07";"Operasi Tim Bakorlantas";0
"1.07.19.08";"1.07";"19";"08";"Operasi Penegakan Pengaturan dan Penertiban Lalu Lintas dan Angkutan Penyebrangan";0
"1.07.19.09";"1.07";"19";"09";"Sosialisasi / Pembinaan Kawasan Keselamatan Operasi Penerbangan (KKOP) ";0
"1.07.19.10";"1.07";"19";"10";"Peningkatan Sarana Operasional Gatur Lalin";0
"1.07.19.11";"1.07";"19";"11";"Forum Komunikasi Lalu Lintas";0
"1.07.19.12";"1.07";"19";"12";"Operasi Kawasan Tertib Lalu Lintas";0
"1.07.19.13";"1.07";"19";"13";"Pengadaan Dan Pemasangan Rambu-Rambu Standar Pendamping DAK-2013";0
"1.07.19.14";"1.07";"19";"14";"Pengadaan Mobil Operasional Pengawasan dan Pengendalian";0
"1.07.19.15";"1.07";"19";"15";"Pengadaan Motor Operasional Pengaturan Lalu Lintas";0
"1.07.19.16";"1.07";"19";"16";"Pengadaan dan Pemasangan Paku Jalan";0
"1.07.19.17";"1.07";"19";"17";"Pengadaan Rambu Angkutan Sampah";0
"1.07.19.18";"1.07";"19";"18";"Pengadaan Alat Komunikasi Handy Talkie";0
"1.07.19.19";"1.07";"19";"19";"Pengamanan Jalur Lintasan Acara Protokoler Pejabat Daerah";1
"1.07.19.22";"1.07";"19";"22";"Kampanye dan Sosialisasi Keselamatan Lalu lintas";0
"1.07.19.24";"1.07";"19";"24";"Pelajar Pelopor Keselamatan Lalu lintas";0
"1.07.19.26";"1.07";"19";"26";"Pengamanan Jalur Lintasan Unjuk Rasa Buruh dan Angkutan Umum";0
"1.07.20.01";"1.07";"20";"01";"Pembangunan balai pengujian kendaraan bermotor";0
"1.07.20.02";"1.07";"20";"02";"Pengadaan alat pengujian kendaraan bermotor";0
"1.07.20.03";"1.07";"20";"03";"Pelaksanaan uji petik kendaraan bermotor";0
"1.07.20.04";"1.07";"20";"04";"Alat Generator";0
"1.07.20.05";"1.07";"20";"05";"Emisi HC Co dan Bensin";0
"1.07.20.06";"1.07";"20";"06";"SIM Lajur Uji";0
"1.08.15.01";"1.08";"15";"01";"Penyusunan kebijakan manajemen pengelolaan sampah";0
"1.08.15.02";"1.08";"15";"02";"Penyediaan prasarana dan sarana pengelolaan persampahan";0
"1.08.15.03";"1.08";"15";"03";"Penyusunan kebijakan kerjasama pengelolaan persampahan";0
"1.08.15.04";"1.08";"15";"04";"Peningkatan operasi dan pemeliharaan prasarana dan sarana persampahan";0
"1.08.15.05";"1.08";"15";"05";"Pengembangan teknoligi pengolahan persampahan";0
"1.08.15.06";"1.08";"15";"06";"Bimbingan teknis persampahan";0
"1.08.15.07";"1.08";"15";"07";"Peningkatan kemampuan aparat pengelolaan persampahan";0
"1.08.15.08";"1.08";"15";"08";"Kerjasama pengelolaan persampahan";0
"1.08.15.09";"1.08";"15";"09";"Kerjasama pengelolaan sampah antar daerah";0
"1.08.15.10";"1.08";"15";"10";"Sosialisasi kebijakan pengelolaan persampahan";0
"1.08.15.11";"1.08";"15";"11";"Peningkatan peran serta masyarakat dalam pengelolaan persampahan";0
"1.08.15.12";"1.08";"15";"12";"Monitoring, evaluasi dan pelaporan";0
"1.08.15.13";"1.08";"15";"13";"Pembuatan TPS";0
"1.08.15.14";"1.08";"15";"14";"Pengadaan Gerobak Sampah";0
"1.08.15.15";"1.08";"15";"15";"Pengadaan Alat-Alat Kebersihan";0
"1.08.15.16";"1.08";"15";"16";"Pengadaan Alat Berat TreckDozzer";0
"1.08.15.17";"1.08";"15";"17";"Pengadaan Truck Armoll dan Container";0
"1.08.15.18";"1.08";"15";"18";"Biaya Operasional dan Pemeliharaan TPA Sampah ( Jatiwaringin dan Pasir Muncang )";0
"1.08.15.19";"1.08";"15";"19";"Pembuatan AMDAL TPA Jatiwaringin";0
"1.08.15.20";"1.08";"15";"20";"Study Kerjasama Penyusunan Kebijakan Pengelolaan Sampah dengan Pihak Ke 3 ( Swasta )";0
"1.08.15.21";"1.08";"15";"21";"Biaya OPerasional Peningkatan Pelayanan Kebersihan";0
"1.08.15.22";"1.08";"15";"22";"Fasilitasi Pengendalian dan Pemeliharaan Kebersihan";0
"1.08.15.23";"1.08";"15";"23";"Pengadaan Sarana Pengangkutan Sampah";0
"1.08.15.24";"1.08";"15";"24";"Pengadaan Truck Operasional";0
"1.08.15.25";"1.08";"15";"25";"Koordinasi Penanganan Sampah";0
"1.08.15.26";"1.08";"15";"26";"Fasilitasi Pengendalian dan Pemeliharaan Kebersihan";0
"1.08.15.27";"1.08";"15";"27";"Penyuluhan Kebersihan Lingkungan";0
"1.08.15.28";"1.08";"15";"28";"DED Peningkatan Pengelolaan TPA Jatiwaringin";0
"1.08.15.29";"1.08";"15";"29";"Penanganan Sampah di Daerah Rawan Sampah";0
"1.08.15.30";"1.08";"15";"30";"Pengadaan Alat-alat Perbengkelan";0
"1.08.15.31";"1.08";"15";"31";"DED Peningkatan Pengelolaan Kebersihan";0
"1.08.15.32";"1.08";"15";"32";"Pengelolaan Kebersihan Lingkungan  Di Kecamatan";0
"1.08.15.33";"1.08";"15";"33";"Pengadaan Gerobak Motor";0
"1.08.15.34";"1.08";"15";"34";"Lomba Kebersihan Desa/Kelurahan";0
"1.08.16.01";"1.08";"16";"01";"Koordinasi Penilaian Kota Sehat/Adipura";0
"1.08.16.02";"1.08";"16";"02";"Koordinasi penilaian langit biru";0
"1.08.16.03";"1.08";"16";"03";"Pemantauan Kualitas Lingkungan";0
"1.08.16.04";"1.08";"16";"04";"Pengawasan pelaksanaan kebijakan bidang lingkungan hidup";0
"1.08.16.05";"1.08";"16";"05";"Koordinasi penertiban kegiatan Pertambangan Tanpa Izin (PETI)";0
"1.08.16.06";"1.08";"16";"06";"Pengelolaan B3 dan Limbah B3";0
"1.08.16.07";"1.08";"16";"07";"Pengkajian dampak lingkungan";0
"1.08.16.08";"1.08";"16";"08";"Peningkatan pengelolaan lingkungan pertambangan";0
"1.08.16.09";"1.08";"16";"09";"Peningkatan peringkat kinerja perusahaan (proper)";0
"1.08.16.10";"1.08";"16";"10";"Koordinasi pengelolaan Prokasih/Superkasih";0
"1.08.16.11";"1.08";"16";"11";"Pengembangan produksi ramah lingkungan";0
"1.08.16.12";"1.08";"16";"12";"Penyusunan kebijakan pengendalian pencemaran dan perusakan lingkungan hidup";0
"1.08.16.13";"1.08";"16";"13";"Koordinasi penyusunan AMDAL";0
"1.08.16.14";"1.08";"16";"14";"Peningkatan peran serta masyarakat dalam pengendalian lingkungan hidup";0
"1.08.16.15";"1.08";"16";"15";"Pengkajian pengembangan sistem insentif dan disinsentif";0
"1.08.16.16";"1.08";"16";"16";"Monitoring, evaluasi dan pelaporan";0
"1.08.16.17";"1.08";"16";"17";"Pengawasan Pencemaran dan Kerusakan Lingkungan";0
"1.08.16.18";"1.08";"16";"18";"Penanganan Kasus Pencemaran dan Perusakan Lingkungan Hidup";0
"1.08.16.19";"1.08";"16";"19";"Pelatihan CLTS";0
"1.08.16.20";"1.08";"16";"20";"Pengelolaan dan Pelatihan Kader Lingkungan";0
"1.08.16.21";"1.08";"16";"21";"Pengelolaan Laboratorium Lingkungan";0
"1.08.16.22";"1.08";"16";"22";"Peningkatan Sarana dan Prasarana Laboratorium Lingkungan ( DAK )";0
"1.08.16.23";"1.08";"16";"23";"Pendamping Peningkatan Sarana dan Prasarana Laboratorium Lingkungan ( DAK )";0
"1.08.16.24";"1.08";"16";"24";"Pembinaan K-3 dan Lingkungan Hidup";0
"1.08.16.25";"1.08";"16";"25";"Pendataan Lahan Kritis";0
"1.08.16.26";"1.08";"16";"26";"Pengawasan Eksploitasi Sumberdaya Alam";0
"1.08.16.27";"1.08";"16";"27";"Penyusunan Kajian Akademis Inventarisasi/Pendataan Potensi Industri dan Non Industri Peningkatan Analisa Laboratorium";0
"1.08.16.28";"1.08";"16";"28";"Penyusunan Standar Pelayanan Minimal BLHD";0
"1.08.16.29";"1.08";"16";"29";"Sosialisasi Perda Kabupaten Tangerang No. 02 Tahun 2010";0
"1.08.16.32";"1.08";"16";"32";"Kajian Pengendalian Terhadap Pelaksanaan Dokumen Lingkungan pada Kawasan Industri";0
"1.08.16.34";"1.08";"16";"34";"Koordinasi dan Sosialisasi Penilaian Adiwiyata";0
"1.08.16.35";"1.08";"16";"35";"Sosialisasi Penyusunan Dokumen Lingkungan";0
"1.08.16.36";"1.08";"16";"36";"Pemeriksaan dan Pengawasan Dokumen Lingkungan pada Industri ";0
"1.08.16.37";"1.08";"16";"37";"Koordinasi dan Sosialisasi Penilaian Kota Sehat/Adipura";0
"1.08.16.38";"1.08";"16";"38";"Penanganan Pengaduan Akibat Dugaan Pencemaran dan/atau Perusakan Lingkungan Hidup";0
"1.08.16.39";"1.08";"16";"39";"Pelatihan Pemanfaatan Limbah Skala Rumah Tangga";0
"1.08.16.40";"1.08";"16";"40";"Pelatihan Peningkatan SDM di Bidang Lingkungan Hidup";0
"1.08.16.41";"1.08";"16";"41";"Peningkatan Penilaian Kualitas Dokumen Lingkungan, Tim Teknis dan Komisi Amdal";0
"1.08.16.42";"1.08";"16";"42";"Pengadaan Sarana dan Prasarana Laboratorium Lingkungan";0
"1.08.16.43";"1.08";"16";"43";"Sosialisasi Peraturan Daerah dan Peraturan Bupati Kabupaten Tangerang tentang Pengelolaan Lingkungan Hidup ";0
"1.08.16.44";"1.08";"16";"44";"Sosialisasi dan Penanganan Pengaduan Akibat Dugaan Pencemaran dan/atau Perusakan Lingkungan Hidup";0
"1.08.16.45";"1.08";"16";"45";"Pengadaan Sarana Penunjang Laboratorium";0
"1.08.16.46";"1.08";"16";"46";"Evaluasi Pelaksanaan UKL-UPL";0
"1.08.16.47";"1.08";"16";"47";"Evaluasi Pelaksanaan AMDAL";0
"1.08.16.48";"1.08";"16";"48";"Pelatihan Pengelola Laboratorium Lingkungan";0
"1.08.16.49";"1.08";"16";"49";"Bimbingan Teknis Pengelolaan Limbah Industri dan Rumah Sakit";0
"1.08.16.50";"1.08";"16";"50";"Pengawasan dan Pengendalian terhadap Industri dan Non Industri/Komersial Penghasil Limbah Cair, Limbah Padat, Gas, Getaran, Kebauan dan Kebisingan";0
"1.08.16.51";"1.08";"16";"51";"Pengawasan dan Pengendalian terhadap Industri dan Non Industri/Komersial Penghasil Bahan Perusak Ozon (BPO";0
"1.08.16.52";"1.08";"16";"52";"Updating Database Sistem Dokumentasi Informasi Dokumen Lingkungan";0
"1.08.16.53";"1.08";"16";"53";"Bintek Penilaian Dokumen AMDAL dan UKL-UPL";0
"1.08.16.54";"1.08";"16";"54";"BOP Penilaian Dokumen AMDAL dan UKL - UPL";0
"1.08.16.56";"1.08";"16";"56";"Pembinaan Kampung Hijau";0
"1.08.16.60";"1.08";"16";"60";"Pemusnahan Barang Bukti Pencemaran dan Perusakan Lingkungan Hidup";0
"1.08.16.61";"1.08";"16";"61";"Pemeliharaan Rutin / Berkala Alat Laboratorium";0
"1.08.16.62";"1.08";"16";"62";"BOP Sekretariat AMDAL dan UKL - UPL";0
"1.08.16.63";"1.08";"16";"63";"Bimbingan Teknis Pengelolaan Limbah Hotel dan Klinik";0
"1.08.16.64";"1.08";"16";"64";"Peningkatan Pelayanan Penilaian Dokumen Lingkungan";0
"1.08.16.70";"1.08";"16";"70";"Bimbingan Teknis Pengelolaan Limbah Industri,  Rumah Sakit, Hotel dan Klinik";0
"1.08.16.71";"1.08";"16";"71";"Pengadaan Sarana dan Prasarana Instalasi Pengolahan Air Limbah";0
"1.08.16.80";"1.08";"16";"80";"Sosialisasi Peraturan Perundang - Undangan Dokumen Lingkungan Hidup";0
"1.08.16.82";"1.08";"16";"82";"Penerapan Sistem Manajemen Mutu BLHD Kabupaten Tangerang";0
"1.08.17.01";"1.08";"17";"01";"Konservasi Sumber Daya Air dan Pengendalian Kerusakan Sumber-Sumber Air";0
"1.08.17.02";"1.08";"17";"02";"Pantai dan Laut Lestari";0
"1.08.17.03";"1.08";"17";"03";"Pengembangan dan Pemantapan Kawasan Konservasi Laut, Suaka Perikanan, dan Keanekaragaman Hayati Laut";0
"1.08.17.04";"1.08";"17";"04";"Pengembangan Ekowisata dan Jasa Lingkungan";0
"1.08.17.05";"1.08";"17";"05";"Pengendalian Dampak Perubahan Iklim";0
"1.08.17.06";"1.08";"17";"06";"Pengendalian Kerusakan Hutan dan Lahan";0
"1.08.17.07";"1.08";"17";"07";"Peningkatan Konservasi Daerah Tangkapan Air dan Sumber-sumber Air";0
"1.08.17.08";"1.08";"17";"08";"Pengendalian dan Pengawasan pemanfaatan SDA";0
"1.08.17.09";"1.08";"17";"09";"Koordinasi pengelolaan konservasi SDA";0
"1.08.17.10";"1.08";"17";"10";"Pengelolaan keanekaragaman hayati dan ekosistem";0
"1.08.17.11";"1.08";"17";"11";"Pengembangan dan Pengelolaan Kawasan World Heritage Laut";0
"1.08.17.12";"1.08";"17";"12";"Pengembangan Kerjasama Pengelolaan Kawasan Konservasi Laut Regional";0
"1.08.17.13";"1.08";"17";"13";"Koordinasi Pengendalian Kebakaran Hutan";0
"1.08.17.14";"1.08";"17";"14";"Peningkatan peran serta masyarakat dalam perlindungan dan konservasi SDA";0
"1.08.17.15";"1.08";"17";"15";"Koordinasi peningkatan pengelolaan kawasan konservasi";0
"1.08.17.16";"1.08";"17";"16";"Monitoring, evaluasi dan pelaporan";0
"1.08.17.17";"1.08";"17";"17";"Gerakan Kebersihan Pantai dan Laut";0
"1.08.17.18";"1.08";"17";"18";"Pemantauan Air Bawah Tanah";0
"1.08.17.19";"1.08";"17";"19";"Gerakan Penanaman Pohon";0
"1.08.17.20";"1.08";"17";"20";"Pendataan Hutan Kota";0
"1.08.17.21";"1.08";"17";"21";"Operasionalisasi Mobil IPA";0
"1.08.17.22";"1.08";"17";"22";"Rehabilitasi dan Revitalisasi Hutan Mangrove";0
"1.08.17.23";"1.08";"17";"23";"Biaya Operasional Hari Menanam Pohon Indonesia (HMPI)";0
"1.08.17.24";"1.08";"17";"24";"Sosialisasi Rehabilitasi dan Revitalisasi Hutan Mangrove";0
"1.08.17.25";"1.08";"17";"25";"Peningkatan Sarana Kualitas Lingkungan pada Sekolah Berbasis Sanitasi";0
"1.08.17.26";"1.08";"17";"26";"Monitoring Kerusakan Lahan dan/atau Tanah ( Biomassa )";0
"1.08.17.27";"1.08";"17";"27";"Pengadaan dan Pemasangan Water Meter";0
"1.08.17.28";"1.08";"17";"28";"Penyusunan Regulasi Air Bawah Tanah";0
"1.08.17.30";"1.08";"17";"30";"Penataan dan Penanaman Hutan Kota";0
"1.08.17.35";"1.08";"17";"35";"Sarana Penunjang Operasional Mobil IPA";0
"1.08.17.36";"1.08";"17";"36";"Sistem Pemantauan Air Tanah";0
"1.08.17.37";"1.08";"17";"37";"Pembuatan Sumur Resapan";0
"1.08.17.38";"1.08";"17";"38";"Sosialisasi dan Pembentukan Kelompok Tani Pohon Mangrove";0
"1.08.18.01";"1.08";"18";"01";"Pengelolaan dan rehabilitasi terumbu karang, mangrove, padang lamun, estuaria dan teluk";0
"1.08.18.02";"1.08";"18";"02";"Perencanaan dan penyusunan program pembangunan pengendalian sumber daya alam dan lingkungan hidup";0
"1.08.18.03";"1.08";"18";"03";"Rehabilitasi hutan dan lahan";0
"1.08.18.04";"1.08";"18";"04";"Pengembangan kelembagaan rehabilitasi hutan dan lahan";0
"1.08.18.05";"1.08";"18";"05";"Penyusunan pedoman standar dan prosedur rehabilitasi terumbu karang, mangrove, dan padang lamun";0
"1.08.18.06";"1.08";"18";"06";"Sosialisasi pedoman standar dan prosedur rehabilitasi terumbu karang, mangrove, dan padang lamun";0
"1.08.18.07";"1.08";"18";"07";"Peningkatan peran serta masyarakat dalam rehabilitasi dan pemulihan cadangan SDA";0
"1.08.18.08";"1.08";"18";"08";"Monitoring, evaluasi dan pelaporan";0
"1.08.18.09";"1.08";"18";"09";"Sosialisasi Pembuatan Lubang Biopori";0
"1.08.19.01";"1.08";"19";"01";"Peningkatan edukasi dan komunikasi masyarakat di bidang lingkungan";0
"1.08.19.02";"1.08";"19";"02";"Pengembangan data dan informasi lingkungan";0
"1.08.19.03";"1.08";"19";"03";"Penyusunan data sumberdaya alam dan neraca sumber daya hutan (NSDH) nasional dan daerah";0
